salario;sexo;estadocivil;edad;tiempoempleo;vivienda;tiemporesidencia;telefono;trabajo;historialcredito;diasatraso;proposito;montodecredito;plazo;cuentaahorro;otraspropiedades;fiador;creditosexistentes;personastrabajan;resultado
0;Masculino;Soltero;39;<1;Propio;2;Si;Obrero/Agricultor;creditos existentes;0;Aumento capital;4526;27;>=10;Casa;ninguno;2;2;Bueno
0;Masculino;Soltero;25;1<=X<4;Alquilada;2;No;Obrero/Agricultor;creditos pagados;0;Aumento capital;2210;10;<1;Maquinaria;ninguno;1;1;Malo
0;Femenino;divorciada/separada;40;1<=X<4;Alquilada;3;No;Empleado;creditos pagados;0;Aumento capital;2221;15;5<=X<10;Automovil;ninguno;1;1;Bueno
1;Femenino;divorciada/separada;27;<1;Propio;1;No;Empleado;creditos pagados;0;Electrodomestico;2389;18;<1;Automovil;ninguno;1;1;Bueno
0;Masculino;Soltero;42;>=7;Propio;4;No;Empleado;creditos existentes;0;Aumento capital;3331;18;<1;Terreno-Construccion;ninguno;1;1;Bueno
0;Masculino;Soltero;37;>=7;Propio;2;No;Empleado;creditos pagados;0;Aumento capital;7409;36;No;Terreno-Construccion;ninguno;2;1;Bueno
1;Femenino;divorciada/separada;38;>=7;Alquilada;3;No;Empleado;creditos pagados;0;Aumento capital;652;9;<1;Terreno-Construccion;ninguno;1;1;Bueno
0;Femenino;divorciada/separada;40;4<=X<7;Propio;3;Si;Empleado;creditos pagados con retraso;2;Aumento capital;7678;36;5<=X<10;Automovil;ninguno;2;1;Bueno
3;Masculino;Soltero;46;>=7;Propio;4;No;Empleado;creditos existentes;0;Educacion;1343;6;<1;Casa;ninguno;2;2;Bueno
1;Masculino;Soltero;31;4<=X<7;Propio;1;Si;Empleado;creditos existentes;0;Aumento capital;1382;24;1<=X<5;Casa;ninguno;2;1;Bueno
0;Femenino;divorciada/separada;28;<1;Propio;1;No;Empleado;creditos pagados;0;Electrodomestico;874;9;No;Casa;ninguno;1;1;Bueno
1;Masculino;Soltero;29;1<=X<4;Propio;2;No;Obrero/Agricultor;creditos pagados;0;Aumento capital;3590;12;<1;Terreno-Construccion;co-solicitante;1;2;Bueno
2;Femenino;divorciada/separada;47;1<=X<4;Propio;4;No;Empleado;creditos existentes;0;Educacion;1322;11;>=10;Automovil;ninguno;2;1;Bueno
1;Masculino;Soltero;36;<1;Alquilada;3;Si;Profesional/calificado;creditos pagados;0;Electrodomestico;1940;18;<1;Ninguno;co-solicitante;1;1;Bueno
0;Masculino;Soltero;36;>=7;Propio;2;No;Empleado;creditos pagados;0;Electrodomestico;3595;36;<1;Automovil;ninguno;1;1;Bueno
1;Masculino;Soltero;27;<1;Alquilada;2;Si;Profesional/calificado;creditos pagados;0;Educacion;1422;9;<1;Ninguno;ninguno;1;1;Malo
0;Masculino;Soltero;36;4<=X<7;Propio;3;No;Empleado;creditos existentes;0;Electrodomestico;6742;30;No;Terreno-Construccion;ninguno;2;1;Bueno
0;Masculino;Soltero;38;4<=X<7;Propio;3;Si;Profesional/calificado;creditos pagados;0;Automovil;7814;24;<1;Automovil;ninguno;1;1;Bueno
0;Masculino;divorciado/separado;48;1<=X<4;Alquilada;4;Si;Empleado;creditos pagados;0;Automovil;9277;24;No;Ninguno;ninguno;1;1;Bueno
2;Masculino;Soltero;36;>=7;Propio;3;No;Empleado;creditos existentes;0;Reparaciones;2181;30;No;Casa;ninguno;2;1;Bueno
0;Femenino;divorciada/separada;58;Desempleado;Propio;4;No;Empleado;creditos existentes;0;Electrodomestico;1098;18;<1;Automovil;ninguno;2;1;Bueno
2;Masculino;divorciado/separado;43;4<=X<7;Propio;3;Si;Empleado;creditos pagados;0;Aumento capital;4057;24;<1;Automovil;ninguno;1;1;Malo
1;Femenino;divorciada/separada;53;<1;Propio;4;No;Empleado;creditos pagados;0;Educacion;795;9;<1;Terreno-Construccion;ninguno;1;1;Malo
2;Masculino;Soltero;34;4<=X<7;Propio;3;Si;Empleado;creditos existentes;0;Aumento capital;2825;18;No;Ninguno;ninguno;2;2;Bueno
2;Masculino;Soltero;31;1<=X<4;Propio;2;Si;Empleado;creditos pagados;0;Aumento capital;15672;48;<1;Automovil;ninguno;1;1;Malo
0;Masculino;Soltero;34;>=7;Propio;3;Si;Profesional/calificado;creditos existentes;0;Reparaciones;6614;36;<1;Automovil;ninguno;2;1;Bueno
0;Masculino;Soltero;40;<1;Alquilada;3;Si;Empleado;creditos pagados;0;Automovil;7824;28;No;Maquinaria;garante;2;2;Bueno
1;Masculino;Soltero;43;>=7;Propio;4;Si;Profesional/calificado;creditos existentes;0;Aumento capital;2442;24;<1;Automovil;ninguno;4;2;Bueno
0;Masculino;Soltero;46;>=7;Propio;4;Si;Empleado;creditos existentes;0;Electrodomestico;1829;15;<1;Automovil;ninguno;2;1;Bueno
1;Masculino;Soltero;38;1<=X<4;Propio;3;No;Obrero/Agricultor;creditos existentes;0;Educacion;2171;12;<1;Terreno-Construccion;ninguno;2;1;Bueno
2;Masculino;Soltero;34;1<=X<4;Propio;3;Si;Empleado;creditos existentes;0;Automovil;5800;36;<1;Automovil;ninguno;2;1;Bueno
0;Masculino;Soltero;29;1<=X<4;Propio;2;Si;Empleado;creditos existentes;0;Electrodomestico;1169;18;No;Terreno-Construccion;ninguno;2;1;Bueno
0;Masculino;Soltero;31;4<=X<7;Propio;2;Si;Profesional/calificado;creditos pagados con retraso;2;Automovil;8947;36;No;Automovil;ninguno;1;2;Bueno
1;Femenino;divorciada/separada;28;<1;Alquilada;2;Si;Profesional/calificado;creditos pagados;0;Electrodomestico;2606;21;<1;Terreno-Construccion;ninguno;1;1;Bueno
0;Femenino;divorciada/separada;45;4<=X<7;Propio;2;No;Empleado;creditos existentes;0;Aumento capital;1592;12;>=10;Terreno-Construccion;ninguno;1;1;Bueno
0;Femenino;divorciada/separada;33;4<=X<7;Alquilada;2;No;Empleado;creditos pagados;0;Aumento capital;2186;15;No;Maquinaria;ninguno;1;1;Bueno
1;Masculino;Soltero;42;1<=X<4;Propio;3;No;Empleado;creditos pagados;0;Aumento capital;4153;18;<1;Automovil;co-solicitante;1;1;Malo
1;Masculino;Soltero;43;>=7;Alquilada;4;Si;Empleado;creditos existentes;0;Reparaciones;2625;16;<1;Terreno-Construccion;garante;1;1;Malo
0;Masculino;divorciado/separado;44;<1;Propio;4;Si;Empleado;creditos existentes;0;Educacion;3485;20;No;Casa;ninguno;2;1;Bueno
0;Masculino;Soltero;42;>=7;Alquilada;4;No;Empleado;creditos existentes;0;Automovil;10477;36;No;Ninguno;ninguno;2;1;Bueno
0;Masculino;Casado;40;1<=X<4;Alquilada;2;Si;Empleado;creditos pagados;0;Electrodomestico;1386;15;No;Maquinaria;ninguno;1;1;Bueno
0;Masculino;Soltero;36;>=7;Propio;1;Si;Profesional/calificado;creditos pagados;0;Electrodomestico;1278;14;<1;Casa;ninguno;1;1;Bueno
1;Masculino;Soltero;30;1<=X<4;Alquilada;2;Si;Profesional/calificado;creditos pagados;0;Electrodomestico;1107;12;<1;Maquinaria;ninguno;1;2;Bueno
1;Masculino;Soltero;34;4<=X<7;Propio;2;No;Obrero/Agricultor;creditos pagados;0;Reparaciones;3763;21;No;Casa;co-solicitante;1;1;Bueno
2;Masculino;Casado;27;1<=X<4;Propio;2;No;Empleado;creditos pagados;0;Educacion;3711;36;No;Automovil;ninguno;1;1;Bueno
0;Femenino;divorciada/separada;46;<1;Propio;2;No;Empleado;creditos pagados con retraso;1;Reparaciones;3594;15;<1;Terreno-Construccion;ninguno;2;1;Bueno
2;Femenino;divorciada/separada;33;1<=X<4;Propio;2;No;Empleado;creditos pagados;0;Reparaciones;3195;12;No;Casa;ninguno;1;1;Bueno
0;Femenino;divorciada/separada;34;1<=X<4;Propio;2;No;Empleado;creditos pagados con retraso;1;Electrodomestico;4454;36;<1;Casa;ninguno;2;1;Bueno
2;Femenino;divorciada/separada;35;<1;Propio;2;No;Empleado;creditos existentes;0;Aumento capital;4736;24;<1;Automovil;ninguno;1;1;Malo
2;Femenino;divorciada/separada;45;>=7;Propio;2;No;Empleado;creditos pagados;0;Electrodomestico;2991;30;No;Automovil;ninguno;1;1;Bueno
0;Masculino;divorciado/separado;46;>=7;Propio;2;Si;Empleado;creditos pagados;0;Aumento capital;2142;11;>=10;Casa;ninguno;1;1;Bueno
1;Masculino;Soltero;31;1<=X<4;Alquilada;2;Si;Empleado;creditos pagados;0;Aumento capital;3161;24;<1;Terreno-Construccion;ninguno;1;1;Malo
2;Femenino;divorciada/separada;32;1<=X<4;Propio;2;Si;Profesional/calificado;sin creditos;0;Otros;18424;48;<1;Terreno-Construccion;ninguno;1;1;Malo
0;Masculino;Soltero;32;1<=X<4;Propio;2;No;Empleado;creditos pagados;0;Reparaciones;2848;10;1<=X<5;Casa;co-solicitante;1;2;Bueno
1;Masculino;Soltero;48;>=7;Propio;4;Si;Profesional/calificado;creditos pagados;0;Automovil;14896;36;<1;Ninguno;ninguno;1;1;Malo
1;Masculino;divorciado/separado;33;Desempleado;Propio;1;No;Empleado;creditos pagados;0;Aumento capital;2359;24;1<=X<5;Terreno-Construccion;ninguno;1;1;Malo
1;Masculino;Soltero;39;>=7;Alquilada;2;Si;Profesional/calificado;creditos pagados;0;Aumento capital;3345;24;<1;Terreno-Construccion;ninguno;1;1;Malo
0;Femenino;divorciada/separada;28;1<=X<4;Propio;2;No;Empleado;creditos existentes;0;Aumento capital;1817;18;<1;Ninguno;ninguno;2;1;Bueno
0;Masculino;Soltero;37;4<=X<7;Propio;1;Si;Profesional/calificado;creditos pagados con retraso;2;Electrodomestico;12749;48;5<=X<10;Automovil;ninguno;1;1;Bueno
1;Femenino;divorciada/separada;32;<1;Alquilada;3;No;Empleado;creditos pagados;0;Electrodomestico;1366;9;<1;Terreno-Construccion;ninguno;1;1;Malo
2;Masculino;Soltero;30;4<=X<7;Alquilada;3;Si;Empleado;creditos pagados;0;Educacion;2002;12;<1;Terreno-Construccion;ninguno;1;2;Bueno
1;Masculino;divorciado/separado;55;<1;Propio;1;Si;Empleado;creditos pagados;0;Aumento capital;6872;24;<1;Terreno-Construccion;ninguno;1;1;Malo
1;Masculino;Soltero;46;<1;Propio;2;Si;Empleado;creditos pagados;0;Educacion;697;7;<1;Automovil;ninguno;2;1;Malo
1;Femenino;divorciada/separada;31;<1;Alquilada;2;No;Empleado;creditos existentes;0;Aumento capital;1049;12;<1;Terreno-Construccion;ninguno;1;1;Bueno
1;Masculino;Soltero;39;4<=X<7;Alquilada;3;Si;Empleado;creditos pagados;0;Automovil;10297;48;<1;Ninguno;ninguno;3;2;Malo
0;Masculino;Soltero;58;>=7;Propio;4;Si;Empleado;creditos pagados;0;Electrodomestico;1867;18;No;Automovil;ninguno;1;1;Bueno
1;Masculino;Soltero;43;1<=X<4;Propio;2;No;Obrero/Agricultor;creditos pagados con retraso;1;Educacion;1344;12;<1;Casa;ninguno;2;2;Bueno
1;Masculino;Soltero;24;<1;Propio;1;No;Obrero/Agricultor;creditos pagados;0;Aumento capital;1747;24;<1;Terreno-Construccion;co-solicitante;1;1;Bueno
2;Femenino;divorciada/separada;32;<1;Propio;2;Si;Empleado;creditos pagados;0;Electrodomestico;1670;9;<1;Automovil;ninguno;1;1;Malo
0;Masculino;Soltero;30;1<=X<4;Propio;1;No;Empleado;creditos existentes;0;Educacion;1224;9;<1;Casa;ninguno;2;1;Bueno
0;Masculino;Soltero;42;>=7;Propio;4;Si;Empleado;creditos existentes;0;Electrodomestico;600;10;5<=X<10;Terreno-Construccion;ninguno;2;2;Bueno
1;Femenino;divorciada/separada;33;1<=X<4;Propio;1;No;Empleado;creditos pagados;0;Electrodomestico;1498;12;<1;Automovil;ninguno;1;1;Bueno
2;Masculino;Soltero;30;<1;Propio;3;No;Profesional/calificado;creditos pagados con retraso;1;Electrodomestico;1919;30;1<=X<5;Ninguno;ninguno;2;1;Malo
3;Femenino;divorciada/separada;28;1<=X<4;Propio;2;No;Empleado;creditos pagados;0;Electrodomestico;745;9;<1;Casa;ninguno;1;1;Malo
2;Masculino;Casado;30;<1;Alquilada;3;Si;Profesional/calificado;creditos pagados;0;Electrodomestico;2063;12;<1;Automovil;ninguno;1;1;Bueno
2;Masculino;Soltero;42;1<=X<4;Alquilada;4;No;Empleado;creditos pagados;0;Educacion;6288;24;<1;Ninguno;ninguno;1;1;Malo
0;Masculino;Soltero;46;1<=X<4;Propio;4;Si;Profesional/calificado;creditos existentes;0;Reparaciones;6842;24;No;Terreno-Construccion;ninguno;2;2;Bueno
0;Masculino;Soltero;45;<1;Propio;3;Si;Profesional/calificado;creditos pagados;0;Reparaciones;3527;12;No;Terreno-Construccion;ninguno;1;2;Bueno
0;Masculino;Soltero;31;1<=X<4;Propio;2;No;Obrero/Agricultor;creditos pagados;0;Reparaciones;1546;10;<1;Casa;ninguno;1;2;Bueno
0;Masculino;Soltero;31;4<=X<7;Propio;2;Si;Empleado;creditos pagados;0;Aumento capital;929;12;No;Automovil;ninguno;1;1;Bueno
0;Masculino;Soltero;42;4<=X<7;Propio;1;No;Obrero/Agricultor;creditos existentes;0;Reparaciones;1455;8;<1;Casa;ninguno;3;2;Bueno
1;Femenino;divorciada/separada;46;<1;Alquilada;1;No;Empleado;creditos pagados;0;Aumento capital;1845;15;<1;Terreno-Construccion;garante;1;1;Bueno
2;Femenino;divorciada/separada;30;<1;Propio;1;No;Empleado;sin creditos;0;Automovil;8358;48;5<=X<10;Automovil;ninguno;2;1;Bueno
1;Masculino;Soltero;30;<1;Alquilada;2;Si;Empleado;creditos pagados;0;Aumento capital;3349;24;5<=X<10;Ninguno;ninguno;1;2;Malo
0;Masculino;Soltero;38;Desempleado;Propio;3;Si;Profesional/calificado;creditos pagados;0;Reparaciones;2859;12;No;Ninguno;ninguno;1;1;Bueno
0;Masculino;Casado;43;<1;Propio;2;No;Obrero/Agricultor;creditos pagados;0;Aumento capital;1533;18;<1;Terreno-Construccion;co-solicitante;1;2;Malo
0;Masculino;Soltero;31;>=7;Propio;2;No;Empleado;creditos pagados;0;Electrodomestico;3621;24;1<=X<5;Automovil;ninguno;2;1;Malo
2;Masculino;Casado;40;Desempleado;Propio;3;Si;Obrero/Agricultor;creditos existentes;0;Aumento capital;3590;18;<1;Automovil;ninguno;3;2;Bueno
1;Masculino;Soltero;34;4<=X<7;Propio;1;Si;Empleado;creditos pagados con retraso;1;Aumento capital;2145;18;<1;Automovil;ninguno;2;1;Malo
2;Femenino;divorciada/separada;38;<1;Alquilada;2;No;Empleado;creditos pagados;0;Reparaciones;4113;24;5<=X<10;Automovil;ninguno;1;1;Malo
0;Femenino;divorciada/separada;26;Desempleado;Propio;2;Si;Profesional/calificado;creditos pagados;0;Aumento capital;10974;36;<1;Automovil;ninguno;2;1;Malo
1;Femenino;divorciada/separada;29;1<=X<4;Propio;1;Si;Empleado;creditos pagados;0;Reparaciones;1893;12;<1;Terreno-Construccion;garante;1;1;Bueno
1;Femenino;divorciada/separada;57;>=7;Alquilada;4;Si;Profesional/calificado;creditos existentes;0;Electrodomestico;1231;24;>=10;Terreno-Construccion;ninguno;2;1;Bueno
3;Masculino;Soltero;49;>=7;Propio;4;No;Obrero/Agricultor;creditos existentes;0;Electrodomestico;3656;24;No;Terreno-Construccion;ninguno;2;1;Bueno
2;Masculino;Soltero;37;>=7;Propio;2;No;Obrero/Agricultor;creditos existentes;0;Electrodomestico;1154;9;<1;Casa;ninguno;3;1;Bueno
1;Masculino;Soltero;45;1<=X<4;Propio;2;No;Obrero/Agricultor;creditos pagados;0;Reparaciones;4006;28;<1;Automovil;ninguno;1;1;Malo
2;Masculino;Soltero;30;>=7;Alquilada;2;No;Empleado;creditos pagados;0;Aumento capital;3069;24;1<=X<5;Ninguno;ninguno;1;1;Bueno
0;Masculino;Casado;30;>=7;Alquilada;2;No;Empleado;creditos existentes;0;Electrodomestico;1740;6;<1;Maquinaria;ninguno;2;1;Bueno
2;Masculino;divorciado/separado;47;1<=X<4;Propio;4;No;Empleado;creditos pagados con retraso;1;Reparaciones;2353;21;<1;Terreno-Construccion;ninguno;2;1;Bueno
0;Masculino;Soltero;29;1<=X<4;Propio;2;No;Empleado;creditos pagados;0;Reparaciones;3556;15;No;Ninguno;ninguno;1;1;Bueno
0;Masculino;Soltero;35;>=7;Propio;2;Si;Empleado;creditos pagados;0;Electrodomestico;2397;24;5<=X<10;Automovil;ninguno;2;1;Malo
2;Masculino;Casado;32;<1;Propio;1;No;Obrero/Agricultor;creditos pagados;0;Reparaciones;600;6;<1;Terreno-Construccion;ninguno;1;1;Bueno
2;Femenino;divorciada/separada;26;1<=X<4;Propio;1;No;Empleado;creditos pagados;0;Electrodomestico;1715;30;No;Automovil;ninguno;1;1;Bueno
2;Masculino;Soltero;25;1<=X<4;Propio;2;No;Obrero/Agricultor;creditos existentes;0;Electrodomestico;2520;18;5<=X<10;Terreno-Construccion;ninguno;2;1;Malo
0;Femenino;divorciada/separada;54;>=7;Alquilada;2;Si;Profesional/calificado;creditos pagados;0;Electrodomestico;3568;15;<1;Automovil;ninguno;1;1;Bueno
0;Masculino;Casado;29;4<=X<7;Alquilada;2;Si;Empleado;creditos pagados;0;Electrodomestico;7166;30;No;Terreno-Construccion;ninguno;1;1;Bueno
1;Masculino;Soltero;40;1<=X<4;Propio;2;No;Obrero/Agricultor;creditos existentes;0;Reparaciones;3939;18;<1;Casa;ninguno;2;2;Bueno
2;Masculino;Soltero;28;1<=X<4;Propio;2;No;Empleado;creditos pagados;0;Reparaciones;1514;15;1<=X<5;Casa;garante;1;1;Bueno
0;Masculino;Soltero;43;1<=X<4;Propio;4;No;Obrero/Agricultor;creditos pagados;0;Automovil;7393;24;<1;Terreno-Construccion;ninguno;1;2;Bueno
1;Femenino;divorciada/separada;29;Desempleado;Alquilada;2;No;Empleado;creditos pagados;0;Reparaciones;1193;24;<1;Ninguno;co-solicitante;2;1;Malo
1;Masculino;Soltero;36;>=7;Alquilada;2;No;Empleado;creditos pagados;0;Aumento capital;7297;48;<1;Ninguno;co-solicitante;1;1;Malo
0;Femenino;divorciada/separada;33;1<=X<4;Propio;2;Si;Empleado;creditos existentes;0;Electrodomestico;2831;24;<1;Automovil;ninguno;1;1;Bueno
3;Femenino;divorciada/separada;57;1<=X<4;Propio;3;No;Empleado;creditos pagados;0;Electrodomestico;1258;12;5<=X<10;Automovil;ninguno;1;1;Bueno
2;Femenino;divorciada/separada;64;1<=X<4;Propio;3;No;Empleado;creditos pagados;0;Electrodomestico;753;6;<1;Casa;garante;1;1;Bueno
2;Masculino;Soltero;42;>=7;Propio;2;No;Empleado;creditos pagados con retraso;1;Aumento capital;2427;18;No;Terreno-Construccion;ninguno;2;1;Bueno
0;Masculino;Soltero;47;>=7;Propio;4;No;Obrero/Agricultor;creditos pagados con retraso;1;Educacion;2538;24;<1;Automovil;ninguno;2;2;Malo
2;Masculino;Casado;28;1<=X<4;Alquilada;2;No;Empleado;creditos pagados;0;Reparaciones;1264;15;1<=X<5;Terreno-Construccion;ninguno;1;1;Malo
2;Masculino;Soltero;49;4<=X<7;Propio;2;No;Empleado;creditos existentes;0;Aumento capital;8386;30;<1;Terreno-Construccion;ninguno;1;1;Malo
0;Masculino;Soltero;33;Desempleado;Alquilada;2;Si;Profesional/calificado;creditos pagados;0;Aumento capital;4844;30;<1;Automovil;ninguno;1;1;Malo
3;Femenino;divorciada/separada;48;1<=X<4;Propio;1;Si;Profesional/calificado;creditos pagados;0;Reparaciones;2923;21;1<=X<5;Automovil;ninguno;1;1;Bueno
1;Masculino;Soltero;26;1<=X<4;Propio;2;No;Empleado;creditos pagados;0;Automovil;8229;36;<1;Terreno-Construccion;ninguno;1;2;Malo
0;Masculino;Soltero;30;4<=X<7;Propio;2;No;Obrero/Agricultor;creditos existentes;0;Aumento capital;2028;18;<1;Terreno-Construccion;ninguno;2;1;Bueno
1;Femenino;divorciada/separada;25;1<=X<4;Alquilada;2;No;Empleado;creditos existentes;0;Aumento capital;1433;15;<1;Terreno-Construccion;ninguno;2;1;Bueno
3;Masculino;divorciado/separado;33;<1;Propio;1;No;Empleado;sin creditos;0;Aumento capital;6289;30;<1;Terreno-Construccion;ninguno;2;1;Bueno
0;Femenino;divorciada/separada;54;Desempleado;Propio;4;No;Empleado;creditos pagados;0;Electrodomestico;1409;12;1<=X<5;Casa;ninguno;1;1;Bueno
1;Masculino;Soltero;29;Desempleado;Alquilada;2;Si;Profesional/calificado;creditos pagados;0;Aumento capital;6579;24;<1;Ninguno;ninguno;1;1;Bueno
2;Masculino;Soltero;48;>=7;Propio;2;No;Obrero/Agricultor;creditos existentes;0;Electrodomestico;1743;18;<1;Terreno-Construccion;ninguno;2;1;Bueno
0;Masculino;Soltero;37;<1;Propio;1;No;Obrero/Agricultor;creditos existentes;0;Educacion;3565;12;No;Terreno-Construccion;ninguno;2;2;Bueno
0;Masculino;Soltero;34;>=7;Propio;2;No;Obrero/Agricultor;creditos pagados;0;Electrodomestico;1569;15;1<=X<5;Automovil;ninguno;1;2;Bueno
1;Masculino;Casado;34;4<=X<7;Alquilada;2;No;Obrero/Agricultor;creditos pagados;0;Electrodomestico;1936;18;No;Automovil;ninguno;2;1;Bueno
1;Masculino;Soltero;30;Desempleado;Propio;2;Si;Profesional/calificado;creditos pagados;0;Aumento capital;3959;24;<1;Terreno-Construccion;ninguno;1;1;Bueno
0;Masculino;Soltero;50;>=7;Propio;3;Si;Empleado;creditos pagados;0;Aumento capital;2390;12;No;Automovil;ninguno;1;1;Bueno
0;Femenino;divorciada/separada;31;4<=X<7;Propio;2;No;Empleado;creditos pagados;0;Aumento capital;1736;12;<1;Casa;ninguno;1;1;Bueno
1;Masculino;divorciado/separado;40;1<=X<4;Propio;3;Si;Profesional/calificado;creditos pagados;0;Reparaciones;3857;30;<1;Terreno-Construccion;ninguno;1;1;Bueno
0;Masculino;Soltero;38;>=7;Propio;3;No;Empleado;creditos pagados;0;Electrodomestico;804;8;<1;Automovil;ninguno;1;1;Bueno
1;Masculino;Soltero;33;1<=X<4;Alquilada;2;Si;Empleado;creditos pagados;0;Electrodomestico;1845;14;<1;Ninguno;ninguno;1;1;Malo
2;Masculino;Soltero;27;Desempleado;Propio;2;No;Empleado;creditos existentes;0;Reparaciones;4576;24;1<=X<5;Automovil;ninguno;1;1;Bueno
